project_name,country,common_region,region_group,status,sector,capture_type,transport_type,storage_type,utilization_type,start_year,announced_year,capacity_tpa,capacity_mtpa,latitude,longitude,raw_status,raw_sector,source_file,status_standardized
Prinos CCS phase 1,Greece,Greece,Europe,Planned,CO2 T&S,T&S,,Dedicated storage,,2029,2021,1000000.0,1.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Prinos CCS phase 2,Greece,Greece,Europe,Planned,CO2 T&S,T&S,,Dedicated storage,,2030,2021,1800000.0,1.8,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Prinos sigma plant,Greece,Greece,Europe,Planned,Fuel transformation,Capture,,Dedicated storage,,2028,2022,1000000.0,1.0,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Burns Harbour (IN),United States,United States,North America,Planned,Industry,Capture,,,,,2020,2800000.0,2.8,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
Advanced CO2 Capture from Hydrogen Production Unit at Phillips 66 Rodeo Refinery (CA),United States,United States,North America,Planned,Fuel transformation,Capture,,,,,2021,190000.0,0.19,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Linde-BASF capture SMR plant Covent (LA),United States,United States,North America,Planned,Fuel transformation,Capture,,,,,2020,1361000.0,1.361,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Blue Bison ATR advanced CCUS system (WY),United States,United States,North America,Planned,Fuel transformation,Capture,,,,,2021,1660000.0,1.66,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Calpine Delta Energy Center (CA),United States,United States,North America,Planned,Power and heat,Capture,,Dedicated storage,,,2021,,,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Carbon Capture Retrofit at Sherman Generating Station (TX),United States,United States,North America,Planned,Power and heat,Capture,,,,,2019,,,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
CO2 capture at Duke Energy's East Bend Station (KY),United States,United States,North America,Planned,Power and heat,Capture,,EOR,,,2018,,,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Calpine Baytown Energy Center (Baytown decarbonization project) (TX),United States,United States,North America,Planned,Power and heat,Capture,,,,,2023,2000000.0,2.0,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Shell Deer Park Chemical complex (TX),United States,United States,North America,Planned,Industry,Capture,,,,,2021,,,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
North Dakota CarbonSAFE (ND),United States,United States,North America,Planned,CO2 T&S,Storage,,Dedicated storage,,,2017,4990000.0,4.99,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
J-Power Sumitomo joint feasibility clean hydrogen Latrobe Valley (VI),Australia,Australia,Australia and New Zealand,Planned,Fuel transformation,Capture,,Dedicated storage,,,2023,,,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Viking CCS Phase 3,United Kingdom,Europe,Europe,Planned,CO2 T&S,T&S,,Dedicated storage,,2035,2020,5000000.0,5.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
RWE CCGT Staythorpe,United Kingdom,Europe,Europe,Planned,Power and heat,Capture,,Dedicated storage,,2033,2022,3700000.0,3.7,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Central Louisiana Regional Carbon Storage (CENLA) Hub (Wilcox) (LA) phase 1,United States,United States,North America,Under construction,CO2 T&S,T&S,,Dedicated storage,,2026,2022,2000000.0,2.0,,,Under construction,CO2 T&S,IEA-CCUS-2026.xlsx,under_construction
Haynesville Shale natural gas (LA),United States,United States,North America,Under construction,Fuel transformation,Capture,,Dedicated storage,,2026,2022,2000000.0,2.0,,,Under construction,Fuel transformation,IEA-CCUS-2026.xlsx,under_construction
Trudvang storage project (EXL007),Norway,Europe,Europe,Planned,CO2 T&S,Storage,,Dedicated storage,,2029,2023,10000000.0,10.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Coastal Bend Carbon Management Project (TX),United States,United States,North America,Planned,CO2 T&S,Storage,,Dedicated storage,,,2022,1500000.0,1.5,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Coastal Bend Offshore CO2 Storage (TX),United States,United States,North America,Planned,CO2 T&S,Storage,,Dedicated storage,,,2023,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Tulare County Carbon Storage Project (CA),United States,United States,North America,Planned,CO2 T&S,Storage,,Dedicated storage,,2027,2023,2500000.0,2.5,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Carbon Storage Complex Southeastern Michigan (MI),United States,United States,North America,Planned,CO2 T&S,Storage,,Dedicated storage,,,2023,2100000.0,2.1,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Mitchell CarbonSAFE (IN),United States,United States,North America,Planned,CO2 T&S,Storage,,Dedicated storage,,,2023,1667000.0,1.667,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Sutter Decarbonization Project (CA),United States,United States,North America,Planned,Power and heat,Full chain,,Dedicated storage,,2029,2023,1800000.0,1.8,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Project OASIS Shelby County (AL),United States,United States,North America,Planned,CO2 T&S,Storage,,Dedicated storage,,,2022,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Project Lochridge (Gulf of Mexico CCS Partnership Hub) (LA),United States,United States,North America,Planned,CO2 T&S,T&S,,Dedicated storage,,,2022,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Roughrider Carbon Storage Hub (ND),United States,United States,North America,Planned,CO2 T&S,Storage,,Dedicated storage,,,2023,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Unita Basin Carbon SAFE (UT),United States,United States,North America,Planned,CO2 T&S,Storage,,Dedicated storage,,,2023,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Calpine Hermiston Power/HERO Basalt CarbonSafe (OR),United States,United States,North America,Planned,Power and heat,Full chain,,Dedicated storage,,,2023,1700000.0,1.7,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Pathways alliance (ALB) (14 facilities),Canada,Canada,North America,Planned,Fuel transformation,Capture,,Dedicated storage,,2030,2022,15200000.0,15.2,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
CO₂ EOR Project Croatia - Žutica South ,Croatia,Croatia,Europe,Operational,CO2 T&S,Storage,,EOR,,2020,,,,,,Operational,CO2 T&S,IEA-CCUS-2026.xlsx,operational
Kutina Petrokemija ammonia (ICORD project?),Croatia,Croatia,Europe,Planned,Industry,Capture,,,,2027,2021,190000.0,0.19,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
Kalundborg refinery project,Denmark,Europe,Europe,Planned,Fuel transformation,Capture,,,,2030,2021,,,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
ACCSION Aalborg Portland,Denmark,Europe,Europe,Planned,Industry,Capture,,Dedicated storage,,2029,2021,1400000.0,1.4,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
ARGO waste-to-energy plant,Denmark,Europe,Europe,Planned,Power and heat,Capture,,,,2030,2021,350000.0,0.35,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
BIOFOS Carbon Capture Project ,Denmark,Europe,Europe,Planned,Power and heat,Capture,,,,2030,2021,,,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
DREAM- Decarbonisation of the Rezzato and Mazzano cement plant,Italy,Europe,Europe,Planned,Industry,Capture,,Dedicated storage,,2032,2024,,,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
Getica CCS - Turceni power plant,Romania,Romania,Europe,Planned,Power and heat,Capture,,Dedicated storage,,,2010,1300000.0,1.3,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Danube Removals,Hungary,Hungary,Europe,Under construction,Fuel transformation,Full chain,,Dedicated storage,,2026,2023,500000.0,0.5,,,Under construction,Fuel transformation,IEA-CCUS-2026.xlsx,under_construction
Norvik Infrastructure CCS East (NICE),Sweden,Europe,Europe,Planned,CO2 T&S,Transport,,Dedicated storage,,,2023,9000000.0,9.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Cypress DAC Hub (LA),United States,United States,North America,Planned,DAC,Capture,,Dedicated storage,,2027,2023,683000.0,0.683,,,Planned,DAC,IEA-CCUS-2026.xlsx,planned
Carbon Capture on Air Liquide US Gulf Coast Steam Methane Reformer Using the CryocapTM FG Process (TX),United States,United States,North America,Planned,Fuel transformation,Capture,,,,,2022,,,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Combined Carbon Capture Solution on Air Liquide South Texas Steam Methane Reformer (TX),United States,United States,North America,Planned,Fuel transformation,Capture,,,,,2022,,,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
3D DMX ArcelorMittal and IFPEN Dunkirk 'REUZE',France,Europe,Europe,Planned,Industry,CCU,,,,,2022,300000.0,0.3,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
e-Alto,United Kingdom,Europe,Europe,Planned,Fuel transformation,CCU,,,,,2022,,,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
HIF Tasmania eFuels Facility (TAS),Australia,Australia,Australia and New Zealand,Planned,Power and heat,CCU,,,,2028,2022,300000.0,0.3,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Asnæs Power Station,Denmark,Europe,Europe,Under construction,Power and heat,Capture,,Dedicated storage,,2026,2022,280000.0,0.28,,,Under construction,Power and heat,IEA-CCUS-2026.xlsx,under_construction
Avedøre Power Station CCU (Green Fuels for Denmark),Denmark,Europe,Europe,Cancelled,Power and heat,CCU,,,,2026,2021,,,,,Cancelled,Power and heat,IEA-CCUS-2026.xlsx,cancelled_or_suspended
Ramba CCUS/EOR,Indonesia,Indonesia,Other Asia Pacific,Planned,Fuel transformation,Full chain,,EOR,,2032,2022,,,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Central Sumatera Basin CCUS hub,Indonesia,Indonesia,Other Asia Pacific,Planned,CO2 T&S,Storage,,Dedicated storage,,2030,2022,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Sunda Asri Basin CCUS hub,Indonesia,Indonesia,Other Asia Pacific,Planned,CO2 T&S,Storage,,Dedicated storage,,2030,2022,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Gemah field EOR,Indonesia,Indonesia,Other Asia Pacific,Planned,CO2 T&S,Storage,,EOR,,2031,2022,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Kutai Basin CCUS hub,Indonesia,Indonesia,Other Asia Pacific,Planned,CO2 T&S,Storage,,Dedicated storage,,2030,2022,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Peak cluster transport,United Kingdom,Europe,Europe,Planned,CO2 T&S,Transport,,Dedicated storage,,2032,2023,3000000.0,3.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Trailblazer CO2 pipeline (NE)(WY),United States,United States,North America,Operational,CO2 T&S,Transport,,Dedicated storage,,2025,2022,10000000.0,10.0,,,Operational,CO2 T&S,IEA-CCUS-2026.xlsx,operational
Drax US BECCS plant 1,United States,United States,North America,Planned,Power and heat,Capture,,Dedicated storage,,2030,2023,3000000.0,3.0,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Drax US BECCS plant 2,United States,United States,North America,Planned,Power and heat,Capture,,Dedicated storage,,2030,2023,3000000.0,3.0,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
STARFISH project (Havstjerne CO2 storage/Altera Stella Maris CCS Project Phase 1),Norway,Europe,Europe,Planned,CO2 T&S,T&S,,Dedicated storage,,,2020,4275000.0,4.275,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Ferrybridge EfW,United Kingdom,Europe,Europe,Planned,Power and heat,Capture,,Dedicated storage,,2030,2023,1200000.0,1.2,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Navigator Terminal train,United Kingdom,Europe,Europe,Planned,CO2 T&S,Transport,,Dedicated storage,,,2023,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Poseidon CO2 storage,Norway,Europe,Europe,Planned,CO2 T&S,Storage,,Dedicated storage,,,2023,5000000.0,5.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Joint study CCS value chain Japan Malaysia steel,Japan-Malaysia,Japan-Malaysia,Japan and Other Asia Pacific,Planned,Industry,Capture,,Dedicated storage,,,2022,,,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
Fortum waste solutions Nyborg,Denmark,Europe,Europe,Planned,Power and heat,Capture,,Dedicated storage,,,2023,170000.0,0.17,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Project Ruby (Rodby) phase 1,Denmark,Europe,Europe,Planned,CO2 T&S,Storage,,Dedicated storage,,2030,2022,1000000.0,1.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Project Ruby (Rodby) phase 2,Denmark,Europe,Europe,Planned,CO2 T&S,Storage,,Dedicated storage,,,2022,6500000.0,6.5,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Stenlille project (CO2RYLUS),Denmark,Europe,Europe,Planned,CO2 T&S,Storage,,Dedicated storage,,,2022,500000.0,0.5,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Yara Pilbara ammonia,Australia,Australia,Australia and New Zealand,Cancelled,Fuel transformation,Capture,,Dedicated storage,,,2021,,,,,Cancelled,Fuel transformation,IEA-CCUS-2026.xlsx,cancelled_or_suspended
WAH2 Clean Ammonia Project - phase 1,Australia,Australia,Australia and New Zealand,Planned,Fuel transformation,Capture,,,,2028,2022,250000.0,0.25,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
WAH2 Clean Ammonia Project - phase 2,Australia,Australia,Australia and New Zealand,Planned,Fuel transformation,Capture,,,,,2022,550000.0,0.55,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Pembina& Marubeni Hydrogen and Ammonia Complex (AB),Canada,Canada,North America,Planned,Fuel transformation,Full chain,,Dedicated storage,,2027,2023,1575000.0,1.575,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
CarbonSAFE Eos (CO),United States,United States,North America,Planned,CO2 T&S,Storage,,Dedicated storage,,,2023,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Magnolia sequestration hub (Allen Parish) (LA),United States,United States,North America,Planned,CO2 T&S,T&S,,Dedicated storage,,,2020,4000000.0,4.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Longleaf CCS (AL),United States,United States,North America,Planned,CO2 T&S,Storage,,Dedicated storage,,2029,2023,2600000.0,2.6,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Timberland Sequestration project (AL),United States,United States,North America,Planned,Industry,Full chain,,Dedicated storage,,,2023,2000000.0,2.0,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
Illinois Basin West CarbonSAFE (IL),United States,United States,North America,Planned,CO2 T&S,Storage,,Dedicated storage,,,2023,1670000.0,1.67,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Sweetwater Carbon Storage Hub (SCS Hub) (WY),United States,United States,North America,Planned,CO2 T&S,Storage,,Dedicated storage,,,2023,1270000.0,1.27,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Project WyoTCH pipeline (WY),United States,United States,North America,Planned,CO2 T&S,Transport,,,,,2023,120000000.0,120.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Port of Corpus Christi-Mississippi pipeline (TX),United States,United States,North America,Planned,CO2 T&S,Transport,,,,,2023,250000000.0,250.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Houston-Galveston pipeline (TX),United States,United States,North America,Cancelled,CO2 T&S,Transport,,,,,2023,8000000.0,8.0,,,Cancelled,CO2 T&S,IEA-CCUS-2026.xlsx,cancelled_or_suspended
Nihon Shipyard Mistubishi Shipbuilding JV LCO2 carrier,Japan,Japan,Other Asia Pacific,Planned,CO2 T&S,Transport,,,,2027,2023,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Removr Carbfix Polar plant phase 2,Iceland,Iceland,Europe,Planned,DAC,Full chain,,Dedicated storage,,2028,2023,50000.0,0.05,,,Planned,DAC,IEA-CCUS-2026.xlsx,planned
RWE CCGT Stallingborough,United Kingdom,Europe,Europe,Planned,Power and heat,Capture,,Dedicated storage,,2035,2024,1870000.0,1.87,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Nucor Steel Convent plant (LA),United States,United States,North America,Planned,Industry,Capture,,Dedicated storage,,2028,2023,800000.0,0.8,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
ExxonMobil Vermilion parish storage: Pecan island (LA),United States,United States,North America,Planned,CO2 T&S,Storage,,Dedicated storage,,2027,2022,5000000.0,5.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Aluminium Dunkerque feasibility study,France,Europe,Europe,Planned,Industry,Capture,,,,2030,2021,240000.0,0.24,,,Planned,Industry,IEA-CCUS-2026.xlsx,planned
Metropolitan Area CCS (capture sources under evaluation),Japan,Japan,Other Asia Pacific,Planned,CO2 T&S,T&S,,Dedicated storage,,2030,2023,1000000.0,1.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
 Offshore Western Kyushu CCS,Japan,Japan,Other Asia Pacific,Planned,CO2 T&S,T&S,,Dedicated storage,,2030,2023,1700000.0,1.7,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Offshore Malay CCS (capture sources under evaluation),Japan-Malaysia,Japan-Malaysia,Japan and Other Asia Pacific,Planned,CO2 T&S,T&S,,Dedicated storage,,2030,2023,5000000.0,5.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
CEIC-CNPC CCUS-EOR demonstration (Ningxia) Phase 1,People's Republic of China,People's Republic of China,Other Asia Pacific,Operational,Fuel transformation,Full chain,,EOR,,2024,2023,400000.0,0.4,,,Operational,Fuel transformation,IEA-CCUS-2026.xlsx,operational
Aemetis CCS (CA),United States,United States,North America,Planned,CO2 T&S,Storage,,Dedicated storage,,2028,2021,1400000.0,1.4,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Pelican sequestration hub (Livingston Parish) (LA),United States,United States,North America,Under construction,CO2 T&S,Storage,,Dedicated storage,,2029,2022,6000000.0,6.0,,,Under construction,CO2 T&S,IEA-CCUS-2026.xlsx,under_construction
ADM Decatur Campus CO2 Storage Site Expansion (IL),United States,United States,North America,Planned,CO2 T&S,T&S,,Dedicated storage,,2028,2022,2950000.0,2.95,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Hydrogen to Humber (H2H) Saltend phase 2,United Kingdom,Europe,Europe,Planned,Fuel transformation,Capture,,Dedicated storage,,,2020,1000000.0,1.0,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
H2-gateway,Netherlands,Europe,Europe,Planned,Fuel transformation,Full chain,,Dedicated storage,,2030,2020,1800000.0,1.8,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Eleusis oil refinery (Elefsina),Greece,Greece,Europe,Planned,Fuel transformation,Capture,,,,2030,2021,600000.0,0.6,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Yara-BASF Gulf Coast,United States,United States,North America,Cancelled,Fuel transformation,Capture,,,,2028,2023,2100000.0,2.1,,,Cancelled,Fuel transformation,IEA-CCUS-2026.xlsx,cancelled_or_suspended
"Mote biomass-to-hydrogen plant, 2nd facility (CA)",United States,United States,North America,Planned,Fuel transformation,Capture,,Dedicated storage,,,2023,450000.0,0.45,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Babcock & Wilcox’s (LA),United States,United States,North America,Planned,Fuel transformation,Capture,,,,,2023,,,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Alberta Carbon Trunk Line (ACTL) - Edmonton Connector Phase 2 (AB),Canada,Canada,North America,Under construction,CO2 T&S,T&S,,Dedicated storage,,2026,2023,7000000.0,7.0,,,Under construction,CO2 T&S,IEA-CCUS-2026.xlsx,under_construction
Midland Basin project: Dusek CCS (TX),United States,United States,North America,Planned,CO2 T&S,Storage,,Dedicated storage,,,2023,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Carbon reduced Ammonia plant St Rose (LA),United States,United States,North America,Planned,Fuel transformation,Full chain,,,,2027,2023,,,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Stryde CO2 storage assessment Brazil,Brazil,Brazil,Central and South America,Planned,CO2 T&S,Storage,,Dedicated storage,,,2023,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Great Carbon Valley DAC,Kenya,Kenya,Africa,Planned,DAC,Full chain,,Dedicated storage,,2028,2023,1000000.0,1.0,,,Planned,DAC,IEA-CCUS-2026.xlsx,planned
Libra  (LA),United States,United States,North America,Planned,CO2 T&S,Storage,,,,2028,2023,10000000.0,10.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Mountaineer Gigasystem (WV) Phase 1,United States,United States,North America,Planned,Fuel transformation,Capture,,Dedicated storage,,2028,2023,1700000.0,1.7,,,Planned,Fuel transformation,IEA-CCUS-2026.xlsx,planned
Equinor Smeaheia storage phase 1 (start up phase),Norway,Europe,Europe,Planned,CO2 T&S,T&S,,Dedicated storage,,2032,2022,5000000.0,5.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
UK Poseidon CCS project phase 1,United Kingdom,Europe,Europe,Planned,CO2 T&S,Storage,,Dedicated storage,,2029,2023,1500000.0,1.5,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
UK Poseidon CCS project phase 2,United Kingdom,Europe,Europe,Planned,CO2 T&S,Storage,,Dedicated storage,,2032,2023,8500000.0,8.5,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
UK Poseidon CCS project phase 3,United Kingdom,Europe,Europe,Planned,CO2 T&S,Storage,,Dedicated storage,,2035,2023,30000000.0,30.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Enquest CCS Project ,United Kingdom,Europe,Europe,Planned,CO2 T&S,Storage,,Dedicated storage,,,2023,10000000.0,10.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Orion CCS Project Phase 1,United Kingdom,Europe,Europe,Planned,CO2 T&S,Storage,,Dedicated storage,,2031,2023,1000000.0,1.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Orion CCS Project Phase 2,United Kingdom,Europe,Europe,Planned,CO2 T&S,Storage,,Dedicated storage,,,2023,5000000.0,5.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Tellus CCS - CS020 (Area 1),United Kingdom,Europe,Europe,Planned,CO2 T&S,Storage,,Dedicated storage,,2030,2023,10000000.0,10.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Tellus CCS - CS021 (Area 5),United Kingdom,Europe,Europe,Planned,CO2 T&S,Storage,,Dedicated storage,,2033,2023,6000000.0,6.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Tellus CCS - CS022 (Area 7),United Kingdom,Europe,Europe,Planned,CO2 T&S,Storage,,Dedicated storage,,2033,2023,6000000.0,6.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Humberside CCS with Shell and Esso,United Kingdom,Europe,Europe,Planned,CO2 T&S,Storage,,Dedicated storage,,,2023,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Gas power CCUS MoU,Indonesia,Indonesia,Other Asia Pacific,Planned,Power and heat,Capture,,Dedicated storage,,,2023,,,,,Planned,Power and heat,IEA-CCUS-2026.xlsx,planned
Nagoya port cluster (capture sources under evaluation),Japan-Indonesia,Japan-Indonesia,Other Asia Pacific,Planned,CO2 T&S,T&S,,Dedicated storage,,,2023,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Tangguh CCUS hub (Vorwata),Indonesia,Indonesia,Other Asia Pacific,Planned,CO2 T&S,Storage,,Dedicated storage,,,2023,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Corpus Christi carbon storage hub (TX),United States,United States,North America,Planned,CO2 T&S,T&S,,Dedicated storage,,2030,2023,20000000.0,20.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Cameron Parish CO2 hub (LA),United States,United States,North America,Planned,CO2 T&S,Storage,,Dedicated storage,,2027,2023,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Orion (AL),United States,United States,North America,Cancelled,CO2 T&S,Storage,,Dedicated storage,,2026,2022,20000000.0,20.0,,,Cancelled,CO2 T&S,IEA-CCUS-2026.xlsx,cancelled_or_suspended
Leo (MS),United States,United States,North America,Planned,CO2 T&S,Storage,,Dedicated storage,,2027,2022,10000000.0,10.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Lorain CCS (OH) ,United States,United States,North America,Planned,CO2 T&S,Storage,,Dedicated storage,,,2021,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Linden (IN),United States,United States,North America,Planned,CO2 T&S,Storage,,,,,2023,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
ADM Maroa/Forsyth CO2 Storage Site Development (IL),United States,United States,North America,Planned,CO2 T&S,Storage,,,,2028,2023,3300000.0,3.3,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Heartland Greenway Storage (HGSS) NVC-1 (IL),United States,United States,North America,Planned,CO2 T&S,Storage,,,,,2022,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Heartland Greenway Storage: Vervain (IL),United States,United States,North America,Cancelled,CO2 T&S,Storage,,,,,2023,,,,,Cancelled,CO2 T&S,IEA-CCUS-2026.xlsx,cancelled_or_suspended
Heartland Greenway Storage: Compass (IL),United States,United States,North America,Cancelled,CO2 T&S,Storage,,,,,2023,,,,,Cancelled,CO2 T&S,IEA-CCUS-2026.xlsx,cancelled_or_suspended
Minerva (LA),United States,United States,North America,Planned,CO2 T&S,Storage,,,,,2022,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Goose Lake (LA),United States,United States,North America,Planned,CO2 T&S,Storage,,,,,2022,,,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
LA CCS (LA),United States,United States,North America,Planned,CO2 T&S,Storage,,,,,2022,1000000.0,1.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
El Camino (LA),United States,United States,North America,Planned,CO2 T&S,Storage,,,,,2022,1500000.0,1.5,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Orchard (TX),United States,United States,North America,Planned,CO2 T&S,Storage,,,,,2022,1000000.0,1.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
River Parish Sequestration (LA),United States,United States,North America,Planned,CO2 T&S,T&S,,Dedicated storage,,2027,2023,5867000.0,5.867,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Diamond Vault (LA),United States,United States,North America,Planned,CO2 T&S,Storage,,Dedicated storage,,,2023,3500000.0,3.5,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
Draco (LA),United States,United States,North America,Planned,CO2 T&S,Storage,,,,2027,2022,5000000.0,5.0,,,Planned,CO2 T&S,IEA-CCUS-2026.xlsx,planned
